ic50,cc50,si,log_ic50,log_cc50,log_si,ic50_gt_median,cc50_gt_median,si_gt_median,si_gt_8,group
5.301196303299112,70.68261737732148,13.33333333333333,0.7243738864488557,1.8493126230571555,1.1249387366083,0,0,1,1,33
3.186122002234034,43.1063565008134,13.52941176470589,0.5032624016856291,1.634541316324948,1.1312789146393192,0,0,1,1,34
2.492675369299443,16.68175054838858,6.692307692307691,0.39666572234571473,1.2222416226574966,0.8255759003117816,0,0,1,0,35
15.07848611999355,1344.065055868391,89.13793103448276,1.1783577405565044,3.1284202900875098,1.950062549531005,0,1,1,1,0
9.341074749031595,283.1513283300202,30.3125,0.9703968473993797,2.4520186033457185,1.481621755946339,0,0,1,1,36
24.23020634443722,390.1063221454394,16.1,1.384357112605062,2.5911829886369118,1.2068258760318498,0,0,1,1,37
22.82526631567594,1254.135511850327,54.94505494505496,1.3584158534025588,3.098344465417484,1.7399286120149253,0,1,1,1,3
351.3914243351417,1071.315318094944,3.048780487804878,2.5457911583847386,3.0299173146730594,0.4841261562883209,1,1,0,0,4
373.3827194210221,1066.807769774349,2.857142857142857,2.5721542144332035,3.028086170082928,0.45593195564972433,1,1,0,0,9
45.00690034704373,2216.216562112722,49.24170616113744,1.6532791038398527,3.3456121960993372,1.6923330922594846,0,1,1,1,38
14.59779890579977,376.5808993090375,25.79710144927536,1.1642873766659458,2.5758582882375842,1.4115709115716386,0,0,1,1,39
13.82438929480254,2560.0720916301,185.1851851851852,1.1406459550396262,3.408252195216658,2.2676062401770314,0,1,1,1,40
3.584100928282141,2288.70444991731,638.5714285714286,0.554380230894896,3.3595897140125754,2.8052094831176797,0,1,1,1,40
39.53184709560717,575.0086850270134,14.54545454545454,1.5969471068977072,2.759674404395407,1.1627272974976997,0,1,1,1,41
37.32400383133147,2248.43396574286,60.24096385542169,1.5719882253366708,3.351880137296616,1.779891911959945,0,1,1,1,42
164.6049272855645,597.4239746658812,3.629441624365482,2.216442831246259,2.776282646885747,0.5598398156394877,1,1,0,0,43
97.18758711096713,1883.48037036758,19.37984496124031,1.9876107999729933,3.274961098345782,1.2873502983727887,1,1,1,1,44
140.9695412765257,1781.797755221061,12.63959390862945,2.149125286524215,3.2508584074583586,1.1017331209341437,1,1,1,1,45
46.58518345980803,875.6613432294741,18.79699248120301,1.6682478101485612,2.942336177853513,1.274088367704952,0,1,1,1,46
280.2116298334317,875.6613432294741,3.125,2.4474861561734187,2.942336177853513,0.49485002168009407,1,1,0,0,47
826.4257910960885,826.4257910960885,1.0,2.917203862185248,2.917203862185248,0.0,1,1,0,0,48
8.318666925469637,815.5555809283959,98.03921568627452,0.9200537357500473,2.91145356398813,1.9913998282380825,0,1,1,1,49
184.3155612898175,658.9689093901438,3.575221238938053,2.2655620031355306,2.8188649247627158,0.5533029216271852,1,1,0,0,49
5.262268260868178,797.313372858815,151.5151515151515,0.7211729838570813,2.9016290483152125,2.1804560644581312,0,1,1,1,50
21.05647346182461,113.8609305713479,5.407407407407407,1.323385637299841,2.0563747289252907,0.7329890916254498,0,0,1,0,51
105.7811514913027,87.79835573778122,0.83,2.0244082902647094,1.943486382640783,-0.0809219076239261,1,0,0,0,39
14.8352132330102,122.8541095858657,8.28125,1.1712937930023148,2.0893896886192165,0.9180958956169019,0,0,1,1,52
20.50077809771416,39.13784909563613,1.909090909090909,1.3117703448182272,1.5925969543939213,0.28082660957569416,0,0,0,0,53
21.12987187614053,18.05643596688373,0.8545454545454545,1.3248968636564844,1.256632032097958,-0.0682648315585264,0,0,0,0,54
63.38961562842159,57.62692329856509,0.9090909090909093,1.8020181183761468,1.7606254332179216,-0.041392685158224946,1,0,0,0,54
59.45571000027026,79.0941111821777,1.33030303030303,1.7741935696784585,1.8981441500426923,0.12395058036423381,1,0,0,0,55
59.45571000027026,80.89579936400406,1.36060606060606,1.7741935696784585,1.907925970803894,0.13373240112543547,1,0,0,0,55
17.25337212617845,599.3276633304095,34.73684210526316,1.2368739894189356,2.7776643240079752,1.5407903345890397,0,1,1,1,56
23.37804206772406,54.61960737640985,2.336363636363636,1.368808135791181,1.7373485739642507,0.3685404381730694,0,0,0,0,57
12.70414242657882,51.91175439826173,4.086206896551724,1.1039453540007262,1.7152657064478927,0.6113203524471665,0,0,1,0,58
6.984914912094846,6.984914912094846,1.0,0.8441611200518098,0.8441611200518098,0.0,0,0,0,0,59
6.764008261108756,6.764008261108756,1.0,0.8302041293443553,0.8302041293443553,0.0,0,0,0,0,60
15.30199117160121,48.88136068705941,3.194444444444445,1.1847479470642246,1.689143286650549,0.5043953395863245,0,0,0,0,57
6.984914912094846,9.778880876932783,1.4,0.8441611200518098,0.9902891557300478,0.146128035678238,0,0,0,0,59
1228.556568887214,1228.556568887214,1.0,3.089395158365916,3.089395158365916,0.0,1,1,0,0,26
1127.094987808589,1127.094987808589,1.0,3.0519605184797802,3.0519605184797802,0.0,1,1,0,0,61
25.1717880610585,1878.491646347649,74.62686567164178,1.4009140664609445,3.273809268096137,1.8728952016351923,0,1,1,1,61
1199.174967622276,1199.174967622276,1.0,3.0788825541822993,3.0788825541822993,0.0,1,1,0,0,62
18.56402047646485,639.7581773634539,34.4622641509434,1.2686720387822643,2.806015845729411,1.5373438069471463,0,1,1,1,46
3.537791474708722,1965.439708171512,555.5555555555555,0.5487322310462223,3.293459725942916,2.744727494896694,0,1,1,1,63
83.61924357525479,2533.916471977418,30.3030303030303,1.9223062345779611,3.403792294700074,1.4814860601221125,1,1,1,1,64
83.61924357525479,2533.916471977418,30.3030303030303,1.9223062345779611,3.403792294700074,1.4814860601221125,1,1,1,1,64
4.212087004869173,2106.043502434586,499.9999999999999,0.6244973333929187,3.3234673377289377,2.6989700043360187,0,1,1,1,65
32.84331113125501,3284.331113125501,100.0,1.5164469344870946,3.5164469344870946,2.0,0,1,1,1,66
2200.501845794086,3284.331113125501,1.492537313432836,3.342521737187921,3.5164469344870946,0.17392519729917358,1,1,0,0,66
2200.501845794086,3284.331113125501,1.492537313432836,3.342521737187921,3.5164469344870946,0.17392519729917358,1,1,0,0,66
679.8565404169786,3284.331113125501,4.830917874396135,2.8324172799440124,3.5164469344870946,0.6840296545430823,1,1,1,0,67
23.96634794178657,652.3805194912524,27.22068965517241,1.3796018600842042,2.8145009842447446,1.4348991241605404,0,1,1,1,48
44.06930572856006,1837.869923598214,41.70408163265306,1.644136208653092,3.2643147706721907,1.6201785620190985,0,1,1,1,42
23.91940118576445,815.3326550854242,34.08666666666667,1.3787503030348751,2.9113348367057306,1.532584533670856,0,1,1,1,50
12.35496542426588,297.9726955264124,24.11764705882353,1.0918415343539178,2.4741764696953794,1.3823349353414616,0,0,1,1,68
5.191050628716093,195.6626775439143,37.69230769230769,0.7152552646069943,2.291507992328671,1.576252727721677,0,0,1,1,69
5.191050628716093,195.6626775439143,37.69230769230769,0.7152552646069943,2.291507992328671,1.576252727721677,0,0,1,1,69
24.95600077640891,623.5737971778516,24.98692810457517,1.3971749904697097,2.794887857671139,1.3977128672014294,0,1,1,1,49
61.40146007398311,1883.48037036758,30.67484662576687,1.788178698413721,3.274961098345782,1.486782399932061,1,1,1,1,44
24.3580067962832,805.411470624643,33.06557377049181,1.3866417473109243,2.906017810512923,1.5193760632019986,0,1,1,1,41
35.87399182384934,142.4041501529324,3.969565217391304,1.5547797048224277,2.153522646339134,0.598742941516706,0,0,1,0,51
1646.106753898501,3284.331113125501,1.995211492418197,3.216457996809207,3.5164469344870946,0.2999889376778877,1,1,0,0,67
3284.331113125501,3284.331113125501,1.0,3.5164469344870946,3.5164469344870946,0.0,1,1,0,0,66
114.9899752329284,2106.043502434586,18.31501831501831,2.0606599804336745,3.3234673377289377,1.2628073572952627,1,1,1,1,65
114.9899752329284,2106.043502434586,18.31501831501831,2.0606599804336745,3.3234673377289377,1.2628073572952627,1,1,1,1,65
61.54000279076757,1724.551240997091,28.02325581395349,1.7891575116061897,3.2366761029374906,1.4475185913313007,1,1,1,1,45
58.01119540732147,1883.48037036758,32.46753246753246,1.7635118148462263,3.274961098345782,1.5114492834995557,1,1,1,1,44
143.9713011903484,1988.553883844591,13.81215469613259,2.158275929756165,3.298537363559018,1.140261433802853,1,1,1,1,70
143.9713011903484,1988.553883844591,13.81215469613259,2.158275929756165,3.298537363559018,1.140261433802853,1,1,1,1,70
73.66333570087411,879.0374188648464,11.93317422434368,1.8672513811450435,2.944007362514767,1.0767559813697236,1,1,1,1,71
3.930879416343024,1965.439708171512,500.0000000000001,0.5944897216068974,3.293459725942916,2.6989700043360187,0,1,1,1,63
0.3930879416343024,1965.439708171512,5000.0,-0.40551027839310266,3.293459725942916,3.6989700043360187,0,1,1,1,63
68.14844093404254,1703.711023351063,25.0,1.8334559247123314,3.231395933384369,1.3979400086720377,1,1,1,1,72
17.46052354708297,2238.528659882433,128.2051282051282,1.2420572617177905,3.34996265902731,2.1079053973095196,0,1,1,1,73
9.462976105985334,311.8050626922167,32.95,0.9760277434989436,2.4938831624289723,1.5178554189300286,0,0,1,1,74
18.53497845308755,2106.247551487221,113.6363636363636,1.2679920854985407,3.323509413348372,2.0555173278498313,0,1,1,1,75
6.687876790201305,2388.527425071895,357.1428571428572,0.8252882635594612,3.378130232217242,2.552841968657781,0,1,1,1,76
14.20193480476517,304.5061903727591,21.44117647058824,1.1523475146501632,2.4835961259258825,1.3312486112757196,0,0,1,1,77
1.952188124002989,172.9080909831219,88.57142857142857,0.29052166644526684,2.237815315929264,1.947293649483997,0,0,1,1,78
19.65500297411229,2586.184601856881,131.5789473684211,1.2934731138717253,3.412659521590934,2.1191864077192086,0,1,1,1,79
590.6365807891533,1662.145422043812,2.814159292035398,2.7713203412794,3.220669017780413,0.44934867650101296,1,1,0,0,80
34.79990057171265,248.5707183693761,7.142857142857144,1.5415780031069766,2.3954499674287386,0.853871964321762,0,0,1,0,81
7.426753642203766,2062.987122834379,277.7777777777777,0.8707990178827434,3.314496517115456,2.4436974992327127,0,1,1,1,82
14.87821398787034,368.0400302262663,24.73684210526316,1.1725508007148127,2.565895057697701,1.3933442569828887,0,0,1,1,83
8.241932416154189,1527.927470994738,185.3846153846154,0.9160290489884189,3.1841027392564505,2.2680736902680314,0,1,1,1,84
5.75298333278543,138.8934547486768,24.14285714285714,0.7598931158141657,2.1426817804135823,1.3827886645994167,0,0,1,1,85
5.027995158758947,459.7024145151038,91.42857142857144,0.7013948508505774,2.6624767848202078,1.9610819339696304,0,1,1,1,86
41.47316788440763,1418.279938763076,34.19753086419752,1.6177672097592888,3.1517619599450875,1.5339947501857987,0,1,1,1,87
52.61335479838292,2248.43396574286,42.73504273504274,1.7210959947067586,3.351880137296616,1.6307841425898573,1,1,1,1,42
21.15023434459654,2115.023434459654,99.99999999999999,1.3253151837205792,3.325315183720579,2.0,0,1,1,1,88
81.77812912085105,1703.711023351063,20.83333333333333,1.9126371707599563,3.231395933384369,1.3187587626244126,1,1,1,1,72
23.96644697423607,149.6366625186278,6.243589743589745,1.3796036546487156,2.1750380131728697,0.7954343585241541,0,0,1,0,89
8.37055239666852,1847.500493264695,220.7142857142858,0.9227541192726925,3.266584563019289,2.343830443746597,0,1,1,1,90
151.9789834777134,879.3069758353416,5.785714285714286,2.181783535374243,2.9441405185746543,0.7623569832004117,1,1,1,0,91
287.2240772110542,727.8519229325578,2.534090909090909,2.4582208428182226,2.8620430337162146,0.40382219089799204,1,1,0,0,92
231.8620004934499,891.7769249748073,3.846153846153846,2.365229578615307,2.9502562306444893,0.585026652029182,1,1,0,0,93
818.7013213839327,409.077760251505,0.4996666666666666,2.9131254913414186,2.6118058694700355,-0.30131962187138306,1,0,0,0,94
81.87013213839327,116.5284880769798,1.423333333333333,1.9131254913414184,2.06643211164678,0.15330662030536127,1,0,0,0,95
818.7013213839327,818.7013213839327,1.0,2.9131254913414186,2.9131254913414186,0.0,1,1,0,0,96
96.52540709590443,127.7352887235802,1.323333333333333,1.9846416419369266,2.106310893980379,0.12166925204345251,1,0,0,0,97
25.90606460972514,424.2118079842491,16.375,1.413401444321602,2.6275827529854228,1.2141813086638207,0,1,1,1,98
311.1852423510667,569.4689935024521,1.83,2.493018992824498,2.7554700825549276,0.26245108973042947,1,1,0,0,99
288.0752502653737,352.8921815750828,1.225,2.459505947850371,2.5476420365509225,0.0881360887005513,1,0,0,0,100
339.7373830029387,360.1216259831151,1.06,2.531143337092691,2.556449202357461,0.02530586526477026,1,0,0,0,101
218.9126880425785,1197.178762732852,5.468750000000001,2.3402709337341574,3.078159004100546,0.7378880703663886,1,1,1,0,102
45.39882871021928,1134.970717755482,25.0,1.6570446482040102,3.054984656876048,1.3979400086720377,0,1,1,1,103
123.0321841008864,1198.365429554088,9.740259740259742,2.090018733789667,3.078589272008885,0.9885705382192183,1,1,1,1,104
375.3683301739832,803.2882265723241,2.14,2.5744576284055207,2.9048714017547117,0.33041377334919086,1,1,0,0,105
1018.966360523885,1018.966360523885,1.0,3.00815984673459,3.00815984673459,0.0,1,1,0,0,106
315.8795717624042,1018.966360523885,3.225806451612903,2.499521540568862,3.00815984673459,0.5086383061657272,1,1,0,0,107
101.8966360523885,219.7570784196511,2.156666666666667,2.00815984673459,2.3419428726836276,0.3337830259490381,1,0,0,0,107
83.49800996409586,178.1290879234045,2.133333333333333,1.9216761249217937,2.2507348441860184,0.32905871926422464,1,0,0,0,108
212.3632720086838,446.4360266080325,2.102228047182176,2.3270794081570116,2.649759234150276,0.32267982599326434,1,1,0,0,109
188.9941233525418,307.3828949620585,1.626415094339623,2.2764483002830738,2.4876796965069974,0.21123139622392384,1,0,0,0,110
517.0593940777086,1069.778056712501,2.068965517241379,2.7135404329172594,3.029293685401947,0.3157532524846875,1,1,0,0,111
86.87946343243384,159.2790162927954,1.833333333333334,1.938917130050334,2.2021585648249156,0.2632414347745815,1,0,0,0,112
10.13593740045062,35.91017821873933,3.542857142857143,1.0058639196809476,1.5552175604929068,0.5493536408119595,0,0,0,0,113
24.61584797252292,605.2602619126225,24.58823529411765,1.3912148010449643,2.7819421614417257,1.3907273603967614,0,1,1,1,113
4.109273809132451,78.07620237351655,19.0,0.6137650801359278,1.8925186810887566,1.2787536009528289,0,0,1,1,114
7.71597496166125,2411.242175519141,312.5,0.8873908096885397,3.382240831368634,2.494850021680094,0,1,1,1,115
31.04127972849227,1122.659616847137,36.16666666666666,1.491939617469073,3.0502481009339593,1.5583084834648857,0,1,1,1,116
8.287201246395067,66.29760997116054,8.0,0.9184078853789552,1.8214978723708988,0.9030899869919435,0,0,1,0,117
13.49177170573097,1686.471463216371,125.0,1.1300689838824085,3.2269789968904647,2.0969100130080562,0,1,1,1,118
13.31215222002325,754.3552924679843,56.66666666666667,1.124248274987677,2.8775759416462887,1.7533276666586115,0,1,1,1,119
14.33390350416161,2388.983917360268,166.6666666666667,1.1563644764729104,3.3782132260892666,2.2218487496163566,0,1,1,1,120
30.77737934193668,1152.362342802746,37.44186046511628,1.4882316373996178,3.061589057851881,1.5733574204522631,0,1,1,1,121
1.431506015904032,60.83900567592136,42.5,0.15579317748401272,1.7841821075343243,1.6283889300503116,0,0,1,1,121
6.453400752390604,706.0779646733249,109.4117647058823,0.8097886353764114,2.8488526582160536,2.0390640228396424,0,1,1,1,122
0.3796118089641533,189.8059044820766,499.9999999999999,-0.42066028600186245,2.2783097183341563,2.6989700043360187,0,0,1,1,123
26.09773602140014,411.0393423370522,15.75,1.4166028339260364,2.6138833920516555,1.1972805581256194,0,0,1,1,124
26.09773602140014,411.0393423370522,15.75,1.4166028339260364,2.6138833920516555,1.1972805581256194,0,0,1,1,124
20.64096366837558,882.0924644604947,42.73504273504274,1.3147299694129297,2.945514112002787,1.6307841425898573,0,1,1,1,125
11.33936839718028,22.04877188340609,1.944444444444444,1.054588865027918,1.3433844042748873,0.2887955392469695,0,0,0,0,126
11.33936839718028,22.04877188340609,1.944444444444444,1.054588865027918,1.3433844042748873,0.2887955392469695,0,0,0,0,126
28.88181971968131,2062.987122834379,71.42857142857142,1.460624552793694,3.314496517115456,1.8538719643217618,0,1,1,1,127
41.25974245668758,2062.987122834379,50.0,1.6155265127794374,3.314496517115456,1.6989700043360187,0,1,1,1,128
5.621180608532952,19.54029449632884,3.476190476190477,0.7498275393988152,1.290931104785352,0.5411035653865368,0,0,0,0,129
6.160385640141072,28.23510085064659,4.583333333333334,0.789607899849976,1.450789343296595,0.6611814434466191,0,0,1,0,130
8.757272915156038,7.00581833212483,0.7999999999999999,0.9423688844455308,0.8454588714374743,-0.09691001300805645,0,0,0,0,131
8.406981998549796,56.04654665699864,6.666666666666667,0.9246401174850991,1.748548858429418,0.8239087409443188,0,0,1,0,131
39.10946906815449,707.2989086793897,18.08510638297872,1.5922819202135499,2.8496029879921254,1.257321067778575,0,1,1,1,132
0.5895227076777964,921.1292307465568,1562.5,-0.22949946176612887,2.964320564249984,3.193820026016113,0,1,1,1,133
53.06687212063083,1737.448702023617,32.74074074074074,1.7248234901019035,3.2399119909559895,1.5150885008540858,1,1,1,1,63
29.78130014645393,162.9212302129538,5.470588235294117,1.4739436535943036,2.2119776807699645,0.7380340271756611,0,0,1,0,134
11.48117608992892,121.7700494386401,10.60606060606061,1.059986377888155,2.0855404823605435,1.0255541044723884,0,0,1,1,135
39.39810441393082,953.6132091099163,24.20454545454545,1.5954753268414599,2.979372258130029,1.383896931288569,0,1,1,1,136
6.919457514530861,92.25943352707813,13.33333333333333,0.8400720471040154,1.9650107837123152,1.1249387366083,0,0,1,1,137
54.08756360489451,257.9560725771892,4.76923076923077,1.733097418920688,2.411545756112105,0.6784483371914172,1,0,1,0,132
69.15074585994485,301.4972519493595,4.359999999999999,1.839796868770874,2.47928335803946,0.639486489268586,1,0,1,0,138
3.491108147548195,10.47332444264458,3.0,0.542963302597026,1.0200845573166881,0.47712125471966244,0,0,0,0,139
7.607937614911558,1584.987003106575,208.3333333333334,0.8812669427292068,3.2000257053536196,2.318758762624413,0,1,1,1,84
7.71597496166125,1562.484929736403,202.5,0.8873908096885397,3.193815837239227,2.3064250275506875,0,1,1,1,115
7.107371054520643,579.2507409434324,81.50000000000001,0.851708989246315,2.762866597986292,1.9111576087399766,0,1,1,1,140
529.6369716871208,3934.44607539004,7.428571428571428,2.7239782937263355,3.594883597346878,0.8709053036205423,1,1,1,0,141
234.2111713281952,4538.976188530915,19.37984496124031,2.3696076060671842,3.656957904439973,1.2873502983727887,1,1,1,1,142
1131.658478784732,3328.407290543329,2.941176470588236,3.053715381659915,3.5222364646176603,0.46852108295774497,1,1,0,0,143
59.39367252581832,1510.442534061759,25.43103448275862,1.7737401801075574,3.179104206858802,1.4053640267512444,1,1,1,1,40
23.40756876570457,1433.116455043137,61.22448979591837,1.3693563079097368,3.156281482600886,1.7869251746911488,0,1,1,1,144
26.20365229001204,346.2625481180162,13.21428571428571,1.4183618279171692,2.539405520641945,1.1210436927247756,0,0,1,1,145
31.07991033445868,50.89335317267609,1.6375,1.4924797571911037,1.7066610658549244,0.21418130866382065,0,0,0,0,146
117.4411913234448,198.8670839743665,1.693333333333333,2.0698204480775644,2.298562905641821,0.22874245756425673,1,0,0,0,147
55.26992287917738,1285.3470437018,23.25581395348837,1.7424888585898977,3.1090204030103115,1.3665315444204134,1,1,1,1,148
35.39151867534602,1263.982809833786,35.71428571428571,1.5488991989237948,3.1017411675815754,1.5528419686577808,0,1,1,1,149
743.0506190850075,743.0506190850075,1.0,2.871018400356111,2.871018400356111,0.0,1,1,0,0,150
198.3418620334008,1983.418620334008,10.0,2.2974143860731258,3.2974143860731258,1.0,1,1,1,1,151
35.02909166062415,51.14247382451126,1.46,1.544428875773493,1.7087817315579301,0.1643528557844371,0,0,0,0,131
105.0872749818725,139.0654938926779,1.323333333333333,2.021550130493156,2.1432193825366084,0.12166925204345251,1,0,0,0,131
28.80419389063048,156.0227169075817,5.416666666666665,1.4594557256396254,2.193187836234856,0.7337321105952306,0,0,1,0,152
4.65397682319542,497.1293424776927,106.8181818181818,0.6678242161695765,2.6964693976191065,2.02864518144953,0,1,1,1,153
917.9645665677305,917.9645665677305,1.0,2.9628259177577734,2.9628259177577734,0.0,1,1,0,0,154
91.79645665677305,230.8819970458231,2.515151515151516,1.9628259177577734,2.3633900702559596,0.40056415249818655,1,0,0,0,155
311.1852423510667,933.5557270532004,3.0,2.493018992824498,2.9701402475441605,0.47712125471966244,1,1,0,0,99
4.912207928303596,272.9004404613109,55.55555555555556,0.691276741725062,2.436004236621756,1.744727494896694,0,0,1,1,95
17.62511382886015,652.7819936614869,37.03703703703704,1.2461319304910228,2.814768166332035,1.5686362358410126,0,1,1,1,92
308.3774977212813,1402.708263971138,4.548672566371681,2.4890826801051755,3.146967355617032,0.6578846755118559,1,1,1,0,94
4.893349448764185,37.67879075548422,7.7,0.6896062311392382,1.5760969563117202,0.8864907251724818,0,0,1,0,156
608.9911452687479,1022.496132906228,1.679,2.7846109780370156,3.0096616741750646,0.2250506961380488,1,1,0,0,157
24.46674724382092,79.27226106997978,3.239999999999999,1.3885762354752569,1.8991212456818691,0.510545010206612,0,0,0,0,158
146.8004834629255,133.5884399512622,0.91,2.1667274858589005,2.125768878179994,-0.040958607678906384,1,0,0,0,158
27.6822261955545,187.8760925403207,6.78688524590164,1.442201013009,2.273871519119132,0.8316705061101319,0,0,1,0,159
58.91575047681815,798.3583475629849,13.55084745762712,1.7702314141545468,2.902197870594656,1.1319664564401093,1,1,1,1,160
33.92117472797102,126.2621503763366,3.722222222222222,1.5304708839455676,2.101273181543088,0.5708022975975203,0,0,0,0,161
39.79402612079874,116.5964965339403,2.93,1.599817880679208,2.0666855010333176,0.46686762035410945,0,0,0,0,162
6.375822879640403,74.38460026247137,11.66666666666667,0.8045362438549242,1.8714830334855375,1.0669467896306133,0,0,1,1,163
9.173797595445718,103.7148783707336,11.30555555555556,0.9625491539177483,2.0158410623756815,1.053291908457933,0,0,1,1,164
28.1726934887783,34.31946297723903,1.218181818181818,1.449828370286913,1.5355404834934956,0.08571211320658254,0,0,0,0,165
19.1044776119403,212.1393034825871,11.10416666666666,1.2811351669470419,2.326621138598027,1.0454859716509848,0,0,1,1,166
18.33049077896616,531.318573303367,28.98550724637681,1.2631740928805735,2.7253549978072993,1.4621809049267258,0,1,1,1,167
63.63029372656664,856.0129200883405,13.45291479820628,1.8036639280065,2.932480319678002,1.128816391671502,1,1,1,1,168
35.66810825270854,980.8729769494851,27.5,1.5522800760555784,2.9916127698858412,1.4393326938302626,0,1,1,1,169
1077.146540890767,1077.146540890767,1.0,3.0322747911075836,3.0322747911075836,0.0,1,1,0,0,170
225.3106470546266,1239.208558800446,5.500000000000001,2.352781714794486,3.0931444042887297,0.7403626894942439,1,1,1,0,171
12.88701311253584,148.4691302340067,11.52083333333333,1.1101522704131317,2.171636164342243,1.061483893929111,0,0,1,1,172
86.2932348718807,298.6268915869326,3.460606060606061,1.935976749678408,2.47512891371035,0.5391521640319418,1,0,0,0,173
1012.398507049668,1113.638357754635,1.1,3.005351496047093,3.0467441812053178,0.04139268515822507,1,1,0,0,174
15.28554702744894,56.26382203720567,3.680851063829787,1.1842809855384877,1.7502292307315657,0.565948245193078,0,0,0,0,175
10.30937799012233,129.833729063103,12.59375,1.0132324631878207,2.1133875310090238,1.1001550678212035,0,0,1,1,176
